;;;Identity
;;;Incircle
;;;Increasing and decreasing
;;;Inductive method
;;;Inequality
;;;Inequality General
;;;Integer
;;;Intersections with the axis
;;;Inverse proportionality function
;;;Irrational Number
;;;Laplace rule
;;;Line chart
;;;Linear Equation
;;;Linear equations system
;;;Linear expression
;;;Linear function
;;;Linear Inequality
;;;Linear Inequality With One Variable
;;;Linear model
;;;Linear Rational Function
;;;Local and global description of a plot
;;;Logarithmic function
;;;Lower bound
;;;Maxima and minima
;;;Mean
;;;Mean variation ratio of a function in an interval
;;;Median-number
;;;Meridian
;;;Modal class
;;;Mode
;;;Movement
;;;Multiple chart
;;;Natural number
;;;Nonlinear model
;;;Octahedron
;;;ordinal numbers
;;;Orthogonal projection
;;;Outlier
;;;Parabola
;;;Parallel projection
;;;Percentage
;;;Perspective projection
;;;Pie chart
;;;Piecewise-function
;;;Pigeonhole Principle
;;;Plane
;;;Plane in coordinate system
;;;Platonic solid
;;;Plots
;;;Polar Coordinates
;;;Polygon of frequencies
;;;Polyhedron
;;;Polyhedron composition
;;;Polyhedron decomposition
;;;Polyhedron deformation
;;;Polyhedron dualize
;;;Polyhedron movement
;;;Polyhedron transformation
;;;Polyhedron truncating
;;;Polyhedron unfold
;;;Polynomial function
;;;Polynomial graph
;;;Polynomial Inequality
;;;Power
;;;Prism
;;;Probability
;;;Probability density
;;;Probability distribution
;;;Programmable Calculator
;;;Projection
;;;Proof by contradiction
;;;Protractor
;;;Pyramid
;;;Quadratic Equation
;;;Quadratic function
;;;Quadratic Inequality
;;;Quartile
;;;Quotient
;;;Random process
;;;Random sample
;;;Random sampling
;;;Random variable
;;;Ratio of numbers
;;;Rational Function
;;;Rational Inequality
;;;Rational Number
;;;Real number
;;;Reduction
;;;Reflection
;;;Reflection in a line
;;;Reflection in a plane
;;;Reflection in a point
;;;Relative frequency
;;;Remainder
;;;Representativity
;;;RevolutionSolid
;;;Right-Prism
;;;Right parallelepiped
;;;Rotation
;;;Ruler
;;;Sample
;;;Sample space
;;;Scale factor
;;;Sector chart
;;;Sequence
;;;Set square
;;;Simple event
;;;Simple solid objects
;;;Simulation
;;;Sine
;;;Skewness
;;;Software Tools
;;;Solid objects
;;;Sphere
;;;Spread
;;;Spreadsheet Software
;;;Square Number
;;;Square root
;;;Standard deviation
;;;Statistical analysis
;;;Statistical data
;;;Statistical range
;;;Statistical table
;;;Statistics
;;;Summary statistics
;;;Symbol
;;;Symmetry plane
;;;System of equations
;;;System with two equations and two unkonwns
;;;Table
;;;Table of values
;;;Table with several columns
;;;Tangent of angle
;;;Template
;;;Tetrahedron
;;;ThreeD coordinates
;;;Translation
;;;Tree diagram
;;;Trigonometric function
;;;Trigonometric ratio
;;;TwoD coordinates
;;;Upper bound
;;;Variability
;;;Variability measure
;;;Wording of a function
;;;x coordinate of point
;;;y-coordinate of point
;;Problems from other subjects;Absolute frequency
;;;Affine function
;;;Algebraic expression
;;;Ampliation
;;;Approximate value
;;;Archimedean solid
;;;Bar chart
;;;Bias
;;;Bisector-Plane
;;;Bound
;;;Box plot
;;;Calculator
;;;Cardinal number
;;;Cartesian coordinates
;;;CAS
;;;Case count
;;;Central tendency measure
;;;Circle
;;;Circle of latitude
;;;Circular chart
;;;Circumcircle
;;;Coloring Proof
;;;Common frequency
;;;Compass
;;;Complex event
;;;Concave Function
;;;Conditional probability
;;;Cone
;;;Conic Section
;;;Construction of a plot
;;;Contingency table
;;;Continuity and discontinuity
;;;Continuous random variable
;;;Convex Function
;;;Convexity
;;;Coordinates
;;;Coordinates of a point
;;;Cosine
;;;Counterexample
;;;Cube
;;;Cuboid
;;;Cumulative frequency
;;;Cumulative frequency diagram
;;;Cylinder
;;;Data
;;;Data chart features
;;;Data collect
;;;Decimal number
;;;Deductive method
;;;Dependency relation
;;;Derivative
;;;Diagram
;;;Direct Proof
;;;Disc
;;;Discrete random variable
;;;Dividend
;;;Dodecahedron
;;;Domain and range
;;;Double entry table
;;;Dynamic interactive geometry environments
;;;Ellipse
;;;Enlargement
;;;Equality
;;;Equation of a cycloid
;;;Equation of a parabola
;;;Equation of a plane
;;;Equation of a spiral
;;;Equation of a straight line
;;;Equation of an ellipse
;;;Equation of curve
;;;Equations
;;;Error in a plot
;;;Event
;;;Experiments
;;;Exponential function
;;;Expression
;;;Fallacy
;;;Formula
;;;Formula for angle
;;;Formula for area
;;;Formula for length
;;;Formula for volume
;;;Formula of a function
;;;Fraction
;;;Frequencies
;;;Frequency
;;;Frequency diagram
;;;Function
;;;Function attribute
;;;Function plot features
;;;Function Plotter
;;;Gradient
;;;Gradient Vector
;;;Graduated ruler
;;;Graphing Calculator
;;;Histogram
;;;Hyperbola
;;;Hyperbolic function
;;;Hypothesis
;;;Icosahedron
;;;Identity
;;;Incircle
;;;Increasing and decreasing
;;;Inductive method
;;;Inequality
;;;Inequality General
;;;Integer
;;;Intersections with the axis
;;;Inverse proportionality function
;;;Irrational Number
;;;Laplace rule
;;;Line chart
;;;Linear Equation
;;;Linear equations system
;;;Linear expression
;;;Linear function
;;;Linear Inequality
;;;Linear Inequality With One Variable
;;;Linear model
;;;Linear Rational Function
;;;Local and global description of a plot
;;;Logarithmic function
;;;Lower bound
;;;Maxima and minima
;;;Mean
;;;Mean variation ratio of a function in an interval
;;;Median-number
;;;Meridian
;;;Modal class
;;;Mode
;;;Movement
;;;Multiple chart
;;;Natural number
;;;Nonlinear model
;;;Octahedron
;;;ordinal numbers
;;;Orthogonal projection
;;;Outlier
;;;Parabola
;;;Parallel projection
;;;Percentage
;;;Perspective projection
;;;Pie chart
;;;Piecewise-function
;;;Pigeonhole Principle
;;;Plane
;;;Plane in coordinate system
;;;Platonic solid
;;;Plots
;;;Polar Coordinates
;;;Polygon of frequencies
;;;Polyhedron
;;;Polyhedron composition
;;;Polyhedron decomposition
;;;Polyhedron deformation
;;;Polyhedron dualize
;;;Polyhedron movement
;;;Polyhedron transformation
;;;Polyhedron truncating
;;;Polyhedron unfold
;;;Polynomial function
;;;Polynomial graph
;;;Polynomial Inequality
;;;Power
;;;Prism
;;;Probability
;;;Probability density
;;;Probability distribution
;;;Programmable Calculator
;;;Projection
;;;Proof by contradiction
;;;Protractor
;;;Pyramid
;;;Quadratic Equation
;;;Quadratic function
;;;Quadratic Inequality
;;;Quartile
;;;Quotient
;;;Random process
;;;Random sample
;;;Random sampling
;;;Random variable
;;;Ratio of numbers
;;;Rational Function
;;;Rational Inequality
;;;Rational Number
;;;Real number
;;;Reduction
;;;Reflection
;;;Reflection in a line
;;;Reflection in a plane
;;;Reflection in a point
;;;Relative frequency
;;;Remainder
;;;Representativity
;;;RevolutionSolid
;;;Right-Prism
;;;Right parallelepiped
;;;Rotation
;;;Ruler
;;;Sample
;;;Sample space
;;;Scale factor
;;;Sector chart
;;;Sequence
;;;Set square
;;;Simple event
;;;Simple solid objects
;;;Simulation
;;;Sine
;;;Skewness
;;;Software Tools
;;;Solid objects
;;;Sphere
;;;Spread
;;;Spreadsheet Software
;;;Square Number
;;;Square root
;;;Standard deviation
;;;Statistical analysis
;;;Statistical data
;;;Statistical range
;;;Statistical table
;;;Statistics
;;;Summary statistics
;;;Symbol
;;;Symmetry plane
;;;System of equations
;;;System with two equations and two unkonwns
;;;Table
;;;Table of values
;;;Table with several columns
;;;Tangent of angle
;;;Template
;;;Tetrahedron
;;;ThreeD coordinates
;;;Translation
;;;Tree diagram
;;;Trigonometric function
;;;Trigonometric ratio
;;;TwoD coordinates
;;;Upper bound
;;;Variability
;;;Variability measure
;;;Wording of a function
;;;x coordinate of point
;;;y-coordinate of point
;;Proof Randomness;Absolute frequency
;;;Affine function
;;;Algebraic expression
;;;Ampliation
;;;Approximate value
;;;Archimedean solid
;;;Bar chart
;;;Bias
;;;Bisector-Plane
;;;Bound
;;;Box plot
;;;Calculator
;;;Cardinal number
;;;Cartesian coordinates
;;;CAS
;;;Case count
;;;Central tendency measure
;;;Circle
;;;Circle of latitude
;;;Circular chart
;;;Circumcircle
;;;Coloring Proof
;;;Common frequency
;;;Compass
;;;Complex event
;;;Concave Function
;;;Conditional probability
;;;Cone
;;;Conic Section
;;;Construction of a plot
;;;Contingency table
;;;Continuity and discontinuity
;;;Continuous random variable
;;;Convex Function
;;;Convexity
;;;Coordinates
;;;Coordinates of a point
;;;Cosine
;;;Counterexample
;;;Cube
;;;Cuboid
;;;Cumulative frequency
;;;Cumulative frequency diagram
;;;Cylinder
;;;Data
;;;Data chart features
;;;Data collect
;;;Decimal number
;;;Deductive method
;;;Dependency relation
;;;Derivative
;;;Diagram
;;;Direct Proof
;;;Disc
;;;Discrete random variable
;;;Dividend
;;;Dodecahedron
;;;Domain and range
;;;Double entry table
;;;Dynamic interactive geometry environments
;;;Ellipse
;;;Enlargement
;;;Equality
;;;Equation of a cycloid
;;;Equation of a parabola
;;;Equation of a plane
;;;Equation of a spiral
;;;Equation of a straight line
;;;Equation of an ellipse
;;;Equation of curve
;;;Equations
;;;Error in a plot
;;;Event
;;;Experiments
;;;Exponential function
;;;Expression
;;;Fallacy
;;;Formula
;;;Formula for angle
;;;Formula for area
;;;Formula for length
;;;Formula for volume
;;;Formula of a function
;;;Fraction
;;;Frequencies
;;;Frequency
;;;Frequency diagram
;;;Function
;;;Function attribute
;;;Function plot features
;;;Function Plotter
;;;Gradient
;;;Gradient Vector
;;;Graduated ruler
;;;Graphing Calculator
;;;Histogram
;;;Hyperbola
;;;Hyperbolic function
;;;Hypothesis
;;;Icosahedron
;;;Identity
;;;Incircle
;;;Increasing and decreasing
;;;Inductive method
;;;Inequality
;;;Inequality General
;;;Integer
;;;Intersections with the axis
;;;Inverse proportionality function
;;;Irrational Number
;;;Laplace rule
;;;Line chart
;;;Linear Equation
;;;Linear equations system
;;;Linear expression
;;;Linear function
;;;Linear Inequality
;;;Linear Inequality With One Variable
;;;Linear model
;;;Linear Rational Function
;;;Local and global description of a plot
;;;Logarithmic function
;;;Lower bound
;;;Maxima and minima
;;;Mean
;;;Mean variation ratio of a function in an interval
;;;Median-number
;;;Meridian
;;;Modal class
;;;Mode
;;;Movement
;;;Multiple chart
;;;Natural number
;;;Nonlinear model
;;;Octahedron
;;;ordinal numbers
;;;Orthogonal projection
;;;Outlier
;;;Parabola
;;;Parallel projection
;;;Percentage
;;;Perspective projection
;;;Pie chart
;;;Piecewise-function
;;;Pigeonhole Principle
;;;Plane
;;;Plane in coordinate system
;;;Platonic solid
;;;Plots
;;;Polar Coordinates
;;;Polygon of frequencies
;;;Polyhedron
;;;Polyhedron composition
;;;Polyhedron decomposition
;;;Polyhedron deformation
;;;Polyhedron dualize
;;;Polyhedron movement
;;;Polyhedron transformation
;;;Polyhedron truncating
;;;Polyhedron unfold
;;;Polynomial function
;;;Polynomial graph
;;;Polynomial Inequality
;;;Power
;;;Prism
;;;Probability
;;;Probability density
;;;Probability distribution
;;;Programmable Calculator
;;;Projection
;;;Proof by contradiction
;;;Protractor
;;;Pyramid
;;;Quadratic Equation
;;;Quadratic function
;;;Quadratic Inequality
;;;Quartile
;;;Quotient
;;;Random process
;;;Random sample
;;;Random sampling
;;;Random variable
;;;Ratio of numbers
;;;Rational Function
;;;Rational Inequality
;;;Rational Number
;;;Real number
;;;Reduction
;;;Reflection
;;;Reflection in a line
;;;Reflection in a plane
;;;Reflection in a point
;;;Relative frequency
;;;Remainder
;;;Representativity
;;;RevolutionSolid
;;;Right-Prism
;;;Right parallelepiped
;;;Rotation
;;;Ruler
;;;Sample
;;;Sample space
;;;Scale factor
;;;Sector chart
;;;Sequence
;;;Set square
;;;Simple event
;;;Simple solid objects
;;;Simulation
;;;Sine
;;;Skewness
;;;Software Tools
;;;Solid objects
;;;Sphere
;;;Spread
;;;Spreadsheet Software
;;;Square Number
;;;Square root
;;;Standard deviation
;;;Statistical analysis
;;;Statistical data
;;;Statistical range
;;;Statistical table
;;;Statistics
;;;Summary statistics
;;;Symbol
;;;Symmetry plane
;;;System of equations
;;;System with two equations and two unkonwns
;;;Table
;;;Table of values
;;;Table with several columns
;;;Tangent of angle
;;;Template
;;;Tetrahedron
;;;ThreeD coordinates
;;;Translation
;;;Tree diagram
;;;Trigonometric function
;;;Trigonometric ratio
;;;TwoD coordinates
;;;Upper bound
;;;Variability
;;;Variability measure
;;;Wording of a function
;;;x coordinate of point
;;;y-coordinate of point
;;Real world problem;Absolute frequency
;;;Affine function
;;;Algebraic expression
;;;Ampliation
;;;Approximate value
;;;Archimedean solid
;;;Bar chart
;;;Bias
;;;Bisector-Plane
;;;Bound
;;;Box plot
;;;Calculator
;;;Cardinal number
;;;Cartesian coordinates
;;;CAS
;;;Case count
;;;Central tendency measure
;;;Circle
;;;Circle of latitude
;;;Circular chart
;;;Circumcircle
;;;Coloring Proof
;;;Common frequency
;;;Compass
;;;Complex event
;;;Concave Function
;;;Conditional probability
;;;Cone
;;;Conic Section
;;;Construction of a plot
;;;Contingency table
;;;Continuity and discontinuity
;;;Continuous random variable
;;;Convex Function
;;;Convexity
;;;Coordinates
;;;Coordinates of a point
;;;Cosine
;;;Counterexample
;;;Cube
;;;Cuboid
;;;Cumulative frequency
;;;Cumulative frequency diagram
;;;Cylinder
;;;Data
;;;Data chart features
;;;Data collect
;;;Decimal number
;;;Deductive method
;;;Dependency relation
;;;Derivative
;;;Diagram
;;;Direct Proof
;;;Disc
;;;Discrete random variable
;;;Dividend
;;;Dodecahedron
;;;Domain and range
;;;Double entry table
;;;Dynamic interactive geometry environments
;;;Ellipse
;;;Enlargement
;;;Equality
;;;Equation of a cycloid
;;;Equation of a parabola
;;;Equation of a plane
;;;Equation of a spiral
;;;Equation of a straight line
;;;Equation of an ellipse
;;;Equation of curve
;;;Equations
;;;Error in a plot
;;;Event
;;;Experiments
;;;Exponential function
;;;Expression
;;;Fallacy
;;;Formula
;;;Formula for angle
;;;Formula for area
;;;Formula for length
;;;Formula for volume
;;;Formula of a function
;;;Fraction
;;;Frequencies
;;;Frequency
;;;Frequency diagram
;;;Function
;;;Function attribute
;;;Function plot features
;;;Function Plotter
;;;Gradient
;;;Gradient Vector
;;;Graduated ruler
;;;Graphing Calculator
;;;Histogram
;;;Hyperbola
;;;Hyperbolic function
;;;Hypothesis
;;;Icosahedron
;;;Identity
;;;Incircle
;;;Increasing and decreasing
;;;Inductive method
;;;Inequality
;;;Inequality General
;;;Integer
;;;Intersections with the axis
;;;Inverse proportionality function
;;;Irrational Number
;;;Laplace rule
;;;Line chart
;;;Linear Equation
;;;Linear equations system
;;;Linear expression
;;;Linear function
;;;Linear Inequality
;;;Linear Inequality With One Variable
;;;Linear model
;;;Linear Rational Function
;;;Local and global description of a plot
;;;Logarithmic function
;;;Lower bound
;;;Maxima and minima
;;;Mean
;;;Mean variation ratio of a function in an interval
;;;Median-number
;;;Meridian
;;;Modal class
;;;Mode
;;;Movement
;;;Multiple chart
;;;Natural number
;;;Nonlinear model
;;;Octahedron
;;;ordinal numbers
;;;Orthogonal projection
;;;Outlier
;;;Parabola
;;;Parallel projection
;;;Percentage
;;;Perspective projection
;;;Pie chart
;;;Piecewise-function
;;;Pigeonhole Principle
;;;Plane
;;;Plane in coordinate system
;;;Platonic solid
;;;Plots
;;;Polar Coordinates
;;;Polygon of frequencies
;;;Polyhedron
;;;Polyhedron composition
;;;Polyhedron decomposition
;;;Polyhedron deformation
;;;Polyhedron dualize
;;;Polyhedron movement
;;;Polyhedron transformation
;;;Polyhedron truncating
;;;Polyhedron unfold
;;;Polynomial function
;;;Polynomial graph
;;;Polynomial Inequality
;;;Power
;;;Prism
;;;Probability
;;;Probability density
;;;Probability distribution
;;;Programmable Calculator
;;;Projection
;;;Proof by contradiction
;;;Protractor
;;;Pyramid
;;;Quadratic Equation
;;;Quadratic function
;;;Quadratic Inequality
;;;Quartile
;;;Quotient
;;;Random process
;;;Random sample
;;;Random sampling
;;;Random variable
;;;Ratio of numbers
;;;Rational Function
;;;Rational Inequality
;;;Rational Number
;;;Real number
;;;Reduction
;;;Reflection
;;;Reflection in a line
;;;Reflection in a plane
;;;Reflection in a point
;;;Relative frequency
;;;Remainder
;;;Representativity
;;;RevolutionSolid
;;;Right-Prism
;;;Right parallelepiped
;;;Rotation
;;;Ruler
;;;Sample
;;;Sample space
;;;Scale factor
;;;Sector chart
;;;Sequence
;;;Set square
;;;Simple event
;;;Simple solid objects
;;;Simulation
;;;Sine
;;;Skewness
;;;Software Tools
;;;Solid objects
;;;Sphere
;;;Spread
;;;Spreadsheet Software
;;;Square Number
;;;Square root
;;;Standard deviation
;;;Statistical analysis
;;;Statistical data
;;;Statistical range
;;;Statistical table
;;;Statistics
;;;Summary statistics
;;;Symbol
;;;Symmetry plane
;;;System of equations
;;;System with two equations and two unkonwns
;;;Table
;;;Table of values
;;;Table with several columns
;;;Tangent of angle
;;;Template
;;;Tetrahedron
;;;ThreeD coordinates
;;;Translation
;;;Tree diagram
;;;Trigonometric function
;;;Trigonometric ratio
;;;TwoD coordinates
;;;Upper bound
;;;Variability
;;;Variability measure
;;;Wording of a function
;;;x coordinate of point
;;;y-coordinate of point
;;Simple calculation of volume;Absolute frequency
;;;Affine function
;;;Algebraic expression
;;;Ampliation
;;;Approximate value
;;;Archimedean solid
;;;Bar chart
;;;Bias
;;;Bisector-Plane
;;;Bound
;;;Box plot
;;;Calculator
;;;Cardinal number
;;;Cartesian coordinates
;;;CAS
;;;Case count
;;;Central tendency measure
;;;Circle
;;;Circle of latitude
;;;Circular chart
;;;Circumcircle
;;;Coloring Proof
;;;Common frequency
;;;Compass
;;;Complex event
;;;Concave Function
;;;Conditional probability
;;;Cone
;;;Conic Section
;;;Construction of a plot
;;;Contingency table
;;;Continuity and discontinuity
;;;Continuous random variable
;;;Convex Function
;;;Convexity
;;;Coordinates
;;;Coordinates of a point
;;;Cosine
;;;Counterexample
;;;Cube
;;;Cuboid
;;;Cumulative frequency
;;;Cumulative frequency diagram
;;;Cylinder
;;;Data
;;;Data chart features
;;;Data collect
;;;Decimal number
;;;Deductive method
;;;Dependency relation
;;;Derivative
;;;Diagram
;;;Direct Proof
;;;Disc
;;;Discrete random variable
;;;Dividend
;;;Dodecahedron
;;;Domain and range
;;;Double entry table
;;;Dynamic interactive geometry environments
;;;Ellipse
;;;Enlargement
;;;Equality
;;;Equation of a cycloid
;;;Equation of a parabola
;;;Equation of a plane
;;;Equation of a spiral
;;;Equation of a straight line
;;;Equation of an ellipse
;;;Equation of curve
;;;Equations
;;;Error in a plot
;;;Event
;;;Experiments
;;;Exponential function
;;;Expression
;;;Fallacy
;;;Formula
;;;Formula for angle
;;;Formula for area
;;;Formula for length
;;;Formula for volume
;;;Formula of a function
;;;Fraction
;;;Frequencies
;;;Frequency
;;;Frequency diagram
;;;Function
;;;Function attribute
;;;Function plot features
;;;Function Plotter
;;;Gradient
;;;Gradient Vector
;;;Graduated ruler
;;;Graphing Calculator
;;;Histogram
;;;Hyperbola
;;;Hyperbolic function
;;;Hypothesis
;;;Icosahedron
;;;Identity
;;;Incircle
;;;Increasing and decreasing
;;;Inductive method
;;;Inequality
;;;Inequality General
;;;Integer
;;;Intersections with the axis
;;;Inverse proportionality function
;;;Irrational Number
;;;Laplace rule
;;;Line chart
;;;Linear Equation
;;;Linear equations system
;;;Linear expression
;;;Linear function
;;;Linear Inequality
;;;Linear Inequality With One Variable
;;;Linear model
;;;Linear Rational Function
;;;Local and global description of a plot
;;;Logarithmic function
;;;Lower bound
;;;Maxima and minima
;;;Mean
;;;Mean variation ratio of a function in an interval
;;;Median-number
;;;Meridian
;;;Modal class
;;;Mode
;;;Movement
;;;Multiple chart
;;;Natural number
;;;Nonlinear model
;;;Octahedron
;;;ordinal numbers
;;;Orthogonal projection
;;;Outlier
;;;Parabola
;;;Parallel projection
;;;Percentage
;;;Perspective projection
;;;Pie chart
;;;Piecewise-function
;;;Pigeonhole Principle
;;;Plane
;;;Plane in coordinate system
;;;Platonic solid
;;;Plots
;;;Polar Coordinates
;;;Polygon of frequencies
;;;Polyhedron
;;;Polyhedron composition
;;;Polyhedron decomposition
;;;Polyhedron deformation
;;;Polyhedron dualize
;;;Polyhedron movement
;;;Polyhedron transformation
;;;Polyhedron truncating
;;;Polyhedron unfold
;;;Polynomial function
;;;Polynomial graph
;;;Polynomial Inequality
;;;Power
;;;Prism
;;;Probability
;;;Probability density
;;;Probability distribution
;;;Programmable Calculator
;;;Projection
;;;Proof by contradiction
;;;Protractor
;;;Pyramid
;;;Quadratic Equation
;;;Quadratic function
;;;Quadratic Inequality
;;;Quartile
;;;Quotient
;;;Random process
;;;Random sample
;;;Random sampling
;;;Random variable
;;;Ratio of numbers
;;;Rational Function
;;;Rational Inequality
;;;Rational Number
;;;Real number
;;;Reduction
;;;Reflection
;;;Reflection in a line
;;;Reflection in a plane
;;;Reflection in a point
;;;Relative frequency
;;;Remainder
;;;Representativity
;;;RevolutionSolid
;;;Right-Prism
;;;Right parallelepiped
;;;Rotation
;;;Ruler
;;;Sample
;;;Sample space
;;;Scale factor
;;;Sector chart
;;;Sequence
;;;Set square
;;;Simple event
;;;Simple solid objects
;;;Simulation
;;;Sine
;;;Skewness
;;;Software Tools
;;;Solid objects
;;;Sphere
;;;Spread
;;;Spreadsheet Software
;;;Square Number
;;;Square root
;;;Standard deviation
;;;Statistical analysis
;;;Statistical data
;;;Statistical range
;;;Statistical table
;;;Statistics
;;;Summary statistics
;;;Symbol
;;;Symmetry plane
;;;System of equations
;;;System with two equations and two unkonwns
;;;Table
;;;Table of values
;;;Table with several columns
;;;Tangent of angle
;;;Template
;;;Tetrahedron
;;;ThreeD coordinates
;;;Translation
;;;Tree diagram
;;;Trigonometric function
;;;Trigonometric ratio
;;;TwoD coordinates
;;;Upper bound
;;;Variability
;;;Variability measure
;;;Wording of a function
;;;x coordinate of point
;;;y-coordinate of point
;;Symbolic Expression;Absolute frequency
;;;Affine function
;;;Algebraic expression
;;;Ampliation
;;;Approximate value
;;;Archimedean solid
;;;Bar chart
;;;Bias
;;;Bisector-Plane
;;;Bound
;;;Box plot
;;;Calculator
;;;Cardinal number
;;;Cartesian coordinates
;;;CAS
;;;Case count
;;;Central tendency measure
;;;Circle
;;;Circle of latitude
;;;Circular chart
;;;Circumcircle
;;;Coloring Proof
;;;Common frequency
;;;Compass
;;;Complex event
;;;Concave Function
;;;Conditional probability
;;;Cone
;;;Conic Section
;;;Construction of a plot
;;;Contingency table
;;;Continuity and discontinuity
;;;Continuous random variable
;;;Convex Function
;;;Convexity
;;;Coordinates
;;;Coordinates of a point
;;;Cosine
;;;Counterexample
;;;Cube
;;;Cuboid
;;;Cumulative frequency
;;;Cumulative frequency diagram
;;;Cylinder
;;;Data
;;;Data chart features
;;;Data collect
;;;Decimal number
;;;Deductive method
;;;Dependency relation
;;;Derivative
;;;Diagram
;;;Direct Proof
;;;Disc
;;;Discrete random variable
;;;Dividend
;;;Dodecahedron
;;;Domain and range
;;;Double entry table
;;;Dynamic interactive geometry environments
;;;Ellipse
;;;Enlargement
;;;Equality
;;;Equation of a cycloid
;;;Equation of a parabola
;;;Equation of a plane
;;;Equation of a spiral
;;;Equation of a straight line
;;;Equation of an ellipse
;;;Equation of curve
;;;Equations
;;;Error in a plot
;;;Event
;;;Experiments
;;;Exponential function
;;;Expression
;;;Fallacy
;;;Formula
;;;Formula for angle
;;;Formula for area
;;;Formula for length
;;;Formula for volume
;;;Formula of a function
;;;Fraction
;;;Frequencies
;;;Frequency
;;;Frequency diagram
;;;Function
;;;Function attribute
;;;Function plot features
;;;Function Plotter
;;;Gradient
;;;Gradient Vector
;;;Graduated ruler
;;;Graphing Calculator
;;;Histogram
;;;Hyperbola
;;;Hyperbolic function
;;;Hypothesis
;;;Icosahedron
;;;Identity
;;;Incircle
;;;Increasing and decreasing
;;;Inductive method
;;;Inequality
;;;Inequality General
;;;Integer
;;;Intersections with the axis
;;;Inverse proportionality function
;;;Irrational Number
;;;Laplace rule
;;;Line chart
;;;Linear Equation
;;;Linear equations system
;;;Linear expression
;;;Linear function
;;;Linear Inequality
;;;Linear Inequality With One Variable
;;;Linear model
;;;Linear Rational Function
;;;Local and global description of a plot
;;;Logarithmic function
;;;Lower bound
;;;Maxima and minima
;;;Mean
;;;Mean variation ratio of a function in an interval
;;;Median-number
;;;Meridian
;;;Modal class
;;;Mode
;;;Movement
;;;Multiple chart
;;;Natural number
;;;Nonlinear model
;;;Octahedron
;;;ordinal numbers
;;;Orthogonal projection
;;;Outlier
;;;Parabola
;;;Parallel projection
;;;Percentage
;;;Perspective projection
;;;Pie chart
;;;Piecewise-function
;;;Pigeonhole Principle
;;;Plane
;;;Plane in coordinate system
;;;Platonic solid
;;;Plots
;;;Polar Coordinates
;;;Polygon of frequencies
;;;Polyhedron
;;;Polyhedron composition
;;;Polyhedron decomposition
;;;Polyhedron deformation
;;;Polyhedron dualize
;;;Polyhedron movement
;;;Polyhedron transformation
;;;Polyhedron truncating
;;;Polyhedron unfold
;;;Polynomial function
;;;Polynomial graph
;;;Polynomial Inequality
;;;Power
;;;Prism
;;;Probability
;;;Probability density
;;;Probability distribution
;;;Programmable Calculator
;;;Projection
;;;Proof by contradiction
;;;Protractor
;;;Pyramid
;;;Quadratic Equation
;;;Quadratic function
;;;Quadratic Inequality
;;;Quartile
;;;Quotient
;;;Random process
;;;Random sample
;;;Random sampling
;;;Random variable
;;;Ratio of numbers
;;;Rational Function
;;;Rational Inequality
;;;Rational Number
;;;Real number
;;;Reduction
;;;Reflection
;;;Reflection in a line
;;;Reflection in a plane
;;;Reflection in a point
;;;Relative frequency
;;;Remainder
;;;Representativity
;;;RevolutionSolid
;;;Right-Prism
;;;Right parallelepiped
;;;Rotation
;;;Ruler
;;;Sample
;;;Sample space
;;;Scale factor
;;;Sector chart
;;;Sequence
;;;Set square
;;;Simple event
;;;Simple solid objects
;;;Simulation
;;;Sine
;;;Skewness
;;;Software Tools
;;;Solid objects
;;;Sphere
;;;Spread
;;;Spreadsheet Software
;;;Square Number
;;;Square root
;;;Standard deviation
;;;Statistical analysis
;;;Statistical data
;;;Statistical range
;;;Statistical table
;;;Statistics
;;;Summary statistics
;;;Symbol
;;;Symmetry plane
;;;System of equations
;;;System with two equations and two unkonwns
;;;Table
;;;Table of values
;;;Table with several columns
;;;Tangent of angle
;;;Template
;;;Tetrahedron
;;;ThreeD coordinates
;;;Translation
;;;Tree diagram
;;;Trigonometric function
;;;Trigonometric ratio
;;;TwoD coordinates
;;;Upper bound
;;;Variability
;;;Variability measure
;;;Wording of a function
;;;x coordinate of point
;;;y-coordinate of point
;;ThreeD Object;Absolute frequency
;;;Affine function
;;;Algebraic expression
;;;Ampliation
;;;Approximate value
;;;Archimedean solid
;;;Bar chart
;;;Bias
;;;Bisector-Plane
;;;Bound
;;;Box plot
;;;Calculator
;;;Cardinal number
;;;Cartesian coordinates
;;;CAS
;;;Case count
;;;Central tendency measure
;;;Circle
;;;Circle of latitude
;;;Circular chart
;;;Circumcircle
;;;Coloring Proof
;;;Common frequency
;;;Compass
;;;Complex event
;;;Concave Function
;;;Conditional probability
;;;Cone
;;;Conic Section
;;;Construction of a plot
;;;Contingency table
;;;Continuity and discontinuity
;;;Continuous random variable
;;;Convex Function
;;;Convexity
;;;Coordinates
;;;Coordinates of a point
;;;Cosine
;;;Counterexample
;;;Cube
;;;Cuboid
;;;Cumulative frequency
;;;Cumulative frequency diagram
;;;Cylinder
;;;Data
;;;Data chart features
;;;Data collect
;;;Decimal number
;;;Deductive method
;;;Dependency relation
;;;Derivative
;;;Diagram
;;;Direct Proof
;;;Disc
;;;Discrete random variable
;;;Dividend
;;;Dodecahedron
;;;Domain and range
;;;Double entry table
;;;Dynamic interactive geometry environments
;;;Ellipse
;;;Enlargement
;;;Equality
;;;Equation of a cycloid
;;;Equation of a parabola
